Age,Height (cm),Weight (kg),BMI,Disease,Injury,Focus Goals,Profile Level,Gender,Day 1 - Sunday,Day 2 - Monday,Day 3 - Tuesday,Day 4 - Wednesday,Day 5 - Thursday,Day 6 - Friday,Day 7 - Saturday
32,149.8,60.8,27.09,Regular,Regular,Muscle Gain,Intermediate,Female,Rest & Recovery,"Barbell Bench Press, Tricep Overhead Extension, Decline Push-Ups","Band Pull-Apart, Reverse Fly, Lat Pulldown","Leg Press, Wall Sit, Barbell Squat","Diamond Push-Ups, Skull Crushers, Arnold Press","Preacher Curl, Reverse Fly, Chest-Supported Row","Bulgarian Split Squat, Box Jumps, Step-Ups"
56,149.6,58.3,26.05,Joint Pain,Regular,Maintenance,Intermediate,Female,Rest & Recovery,"Concentration Curl, Skull Crushers, Band Pull-Apart","Lateral Band Walk, Donkey Kicks, Sumo Deadlift","Brisk Walking 30min, Bicycle Crunches, Gentle Yoga","Tricep Overhead Extension, T-Bar Row, Decline Push-Ups","Seated Calf Raise, Lateral Band Walk, Leg Raises","Aqua Aerobics, Gentle Yoga, Brisk Walking 30min"
34,181.0,84.6,25.82,Regular,Back Pain,Fat Loss,Intermediate,Male,"Leg Press, Seated Cable Row, Machine Chest Press","Seated Calf Raise, Leg Press, Hip Abduction Machine","Seated Dumbbell Press, Seated Shoulder Press, Resistance Band Rows","Seated Cable Row, Machine Chest Press, Lat Pulldown","Bicycle Crunches, Plank, Crunches","Breathing Exercises, Face Pulls, Cable Chest Fly",Rest & Recovery
64,164.0,50.8,18.89,Regular,Regular,Muscle Gain,Advance,Female,Rest & Recovery,"Skull Crushers, Incline Dumbbell Press, Dips, Incline Dumbbell Fly","Pull-Ups, Hammer Curl, EZ Bar Curl, Concentration Curl","Calf Raises, Barbell Squat, Donkey Kicks, Leg Press","Incline Dumbbell Press, Push-Ups, Dips, Overhead Shoulder Press","Bent-Over Barbell Row, Bird Dog, Rear Delt Fly, Cable Crunch","Wall Sit, Box Jumps, Step-Ups, Leg Press"
40,178.3,62.6,19.69,Sciatica,Regular,Maintenance,Advance,Male,"Chest-Supported Row, Lat Pulldown, Seated Bicep Curl, Cable Chest Fly","Seated Calf Raise, Seated Leg Curl, Hip Abduction Machine, Lying Glute Bridge","Seated Tricep Extension, Seated Face Pulls, Seated Lat Pulldown, Seated Arnold Press","Seated Leg Curl, Cable Chest Fly, Hip Abduction Machine, Chest-Supported Row","Russian Twists, Bicycle Crunches, Crunches, Side Plank","Tricep Pushdown, Gentle Yoga, Seated Bicep Curl, Yoga 30min",Rest & Recovery
16,172.1,75.6,25.52,Regular,Wrist Injury,Muscle Gain,Advance,Male,"Supine Hamstring Stretch, Barbell Squat, Romanian Deadlift, Leg Press","Cable Kickback, Box Jumps, Leg Curl, Bulgarian Split Squat","Seated Leg Extension, Seated Leg Curl, Supine Hamstring Stretch, Lying Quad Stretch","Leg Extension, Barbell Squat, Lateral Band Walk, Donkey Kicks","Russian Twists, Hanging Knee Raise, Reverse Crunch, Bicycle Crunches","Leg Curl, Glute Bridge, Bulgarian Split Squat, Sumo Deadlift",Rest & Recovery
57,162.8,64.7,24.41,Regular,Calf Injury,Maintenance,Intermediate,Female,"Overhead Shoulder Press, Arnold Press, Dips","Machine Row, Concentration Curl, Bent-Over Barbell Row","Hollow Body Hold, Russian Twists, Dragon Flag","Incline Dumbbell Press, Barbell Bicep Curl, Concentration Curl","Seated Bicep Curl, Seated Shoulder Press, Machine Chest Press","Wide-Grip Lat Pulldown, Bicycle Crunches, Mountain Climbers",Rest & Recovery
24,153.1,58.2,24.83,Regular,Regular,Muscle Gain,Advance,Female,Rest & Recovery,"Incline Dumbbell Fly, Dips, Diamond Push-Ups, Dumbbell Chest Press","Chest-Supported Row, Seated Cable Row, Face Pulls, Hammer Curl","Calf Raises, Hip Thrust, Step-Ups, Seated Calf Raise","Dips, Incline Dumbbell Fly, Decline Push-Ups, Push-Ups","Dumbbell Row, Wide-Grip Lat Pulldown, Bird Dog, Decline Sit-Ups","Barbell Squat, Romanian Deadlift, Calf Raises, Wall Sit"
57,178.8,91.5,28.62,Regular,Regular,Fat Loss,Advance,Male,Rest & Recovery,"Incline Dumbbell Fly, Dumbbell Lateral Raise, Overhead Shoulder Press, Diamond Push-Ups","Step-Ups, Leg Curl, Cable Kickback, Glute Bridge","Rear Delt Fly, Band Pull-Apart, Lat Pulldown, Machine Row","Leg Raises, Bicycle Crunches, Hollow Body Hold, Crunches","V-Ups, Battle Ropes, Dragon Flag, Cycling Sprint","Pull-Ups, Incline Dumbbell Fly, Barbell Bench Press, Machine Chest Press"
38,173.1,62.2,20.76,Low BP,Finger Fracture,Maintenance,Advance,Male,"Romanian Deadlift, Seated Hip Flexor Stretch, Seated Leg Curl, Walking Lunges","Walking Lunges, Calf Raises, Step-Ups, Goblet Squat","Supine Hamstring Stretch, Lying Quad Stretch, Seated Calf Raise, Seated Hip Flexor Stretch","Leg Curl, Sumo Deadlift, Goblet Squat, Hack Squat","Bird Dog, Side Plank, Russian Twists, Bicycle Crunches","Walking Lunges, Glute Bridge, Leg Press, Lying Hip Abduction",Rest & Recovery
42,152.6,48.6,20.87,Sciatica,Calf Injury,Muscle Gain,Beginner,Female,"Barbell Bench Press, Decline Push-Ups, Dips","Machine Row, Face Pulls, Concentration Curl","Flutter Kicks, Decline Sit-Ups, Bird Dog","Dumbbell Lateral Raise, Diamond Push-Ups, Close-Grip Bench Press","Resistance Band Rows, Seated Cable Row, Seated Lat Pulldown","Side Plank, Wide-Grip Lat Pulldown, Incline Dumbbell Row",Rest & Recovery
51,167.7,67.4,23.97,Regular,Rotator Cuff Injury,Maintenance,Advance,Female,"Glute Bridge, Seated Calf Raise, Leg Press, Barbell Squat","Walking Lunges, Goblet Squat, Seated Calf Raise, Bulgarian Split Squat","Inner Thigh Machine, Seated Calf Raise, Seated Leg Extension, Glute Bridge","Box Jumps, Lateral Band Walk, Hip Thrust, Barbell Squat","Hanging Knee Raise, Russian Twists, Dragon Flag, Hollow Body Hold","Leg Curl, Leg Press, Lying Hip Abduction, Romanian Deadlift",Rest & Recovery
63,165.0,48.6,17.85,Regular,Regular,Muscle Gain,Intermediate,Female,Rest & Recovery,"Front Raise, Dips, Dumbbell Chest Press","Rear Delt Fly, Bent-Over Barbell Row, Wide-Grip Lat Pulldown","Calf Raises, Cable Kickback, Leg Curl","Skull Crushers, Push-Ups, Cable Chest Fly","Bird Dog, Barbell Bicep Curl, T-Bar Row","Step-Ups, Walking Lunges, Hack Squat"
55,155.6,70.8,29.24,Carpal Tunnel,Regular,Fat Loss,Intermediate,Female,Rest & Recovery,"Tricep Pushdown, Incline Dumbbell Press, Tricep Overhead Extension","Walking Lunges, Bulgarian Split Squat, Leg Press","Concentration Curl, Reverse Fly, Wide-Grip Lat Pulldown","Romanian Deadlift, Mountain Climbers, Barbell Squat","Rowing Machine 15min, Dead Bug, Battle Ropes","Arnold Press, Seated Cable Row, Cable Bicep Curl"
22,167.0,63.1,22.63,Regular,Regular,Maintenance,Advance,Female,Rest & Recovery,"Incline Dumbbell Fly, Tricep Pushdown, Chest-Supported Row, Push-Ups","Leg Extension, Hip Thrust, Barbell Squat, Romanian Deadlift","Nordic Walking, Bicycle Crunches, Decline Sit-Ups, Dragon Flag","Incline Dumbbell Press, Overhead Shoulder Press, Dumbbell Chest Press, Skull Crushers","Bicycle Crunches, Dragon Flag, Hip Thrust, Crunches","Elliptical Trainer 20min, Low-Impact Aerobics, Breathing Exercises"
60,165.0,109.2,40.11,Regular,Regular,Fat Loss,Beginner,Male,Rest & Recovery,"Machine Chest Press, Close-Grip Bench Press, Overhead Shoulder Press","Glute Bridge, Sumo Deadlift, Box Jumps","Preacher Curl, Face Pulls, Rear Delt Fly","Barbell Squat, Leg Press, Calf Raises","Burpees, Stair Climbing, Battle Ropes","Dips, Barbell Bicep Curl, Arnold Press"
60,162.6,62.7,23.72,Regular,Tricep Injury,Maintenance,Beginner,Female,"Inner Thigh Machine, Seated Leg Curl, Romanian Deadlift","Wall Sit, Glute Bridge, Bulgarian Split Squat","Seated Leg Curl, Lying Quad Stretch, Seated Hip Flexor Stretch","Sumo Deadlift, Walking Lunges, Bulgarian Split Squat","Hanging Knee Raise, Plank, Dead Bug","Seated Calf Raise, Goblet Squat, Hack Squat",Rest & Recovery
23,167.0,59.0,21.16,Regular,Heel Pain,Muscle Gain,Beginner,Female,"Decline Push-Ups, Machine Chest Press, Skull Crushers","Seated Cable Row, Lat Pulldown, EZ Bar Curl","Side Plank, Russian Twists, Plank","Cable Lateral Raise, Rear Delt Fly, Decline Push-Ups","Seated Dumbbell Press, Seated Tricep Extension, Machine Chest Press","Seated Cable Row, EZ Bar Curl, Dragon Flag",Rest & Recovery
17,156.0,54.9,22.56,Arthritis,Quad Injury,Maintenance,Advance,Female,"Tricep Pushdown, Front Raise, Incline Dumbbell Fly, Tricep Overhead Extension","Chest-Supported Row, Face Pulls, Dumbbell Row, Machine Row","Bird Dog, Ab Wheel Rollout, Leg Raises, Plank","Dumbbell Chest Press, Seated Cable Row, Diamond Push-Ups, Incline Dumbbell Fly","Seated Bicep Curl, Seated Shoulder Press, Seated Face Pulls, Seated Arnold Press","Hanging Knee Raise, Lat Pulldown, Hollow Body Hold, Dead Bug",Rest & Recovery
54,154.2,82.2,34.57,Regular,Regular,Fat Loss,Intermediate,Female,Rest & Recovery,"Arnold Press, Front Raise, Overhead Shoulder Press","Calf Raises, Hack Squat, Leg Curl","Seated Cable Row, Face Pulls, Barbell Bicep Curl","Side Plank, Lateral Band Walk, Donkey Kicks","Bicycle Crunches, Cycling Sprint, Cable Crunch","Dumbbell Lateral Raise, Rear Delt Fly, Decline Push-Ups"
29,159.2,47.9,18.9,Sleep Apnea,Regular,Muscle Gain,Intermediate,Female,Rest & Recovery,"Close-Grip Bench Press, Tricep Overhead Extension, Cable Chest Fly","Incline Dumbbell Row, Machine Row, Barbell Bicep Curl","Cable Kickback, Hip Thrust, Donkey Kicks","Incline Dumbbell Fly, Push-Ups, Cable Chest Fly","EZ Bar Curl, Side Plank, Face Pulls","Calf Raises, Bulgarian Split Squat, Leg Press"
19,153.1,52.6,22.44,Migraine,Regular,Muscle Gain,Intermediate,Female,Rest & Recovery,"Machine Chest Press, Decline Push-Ups, Skull Crushers","Rear Delt Fly, Band Pull-Apart, Seated Cable Row","Calf Raises, Leg Curl, Cable Kickback","Dumbbell Lateral Raise, Dips, Push-Ups","Band Pull-Apart, Leg Raises, T-Bar Row","Walking Lunges, Leg Extension, Step-Ups"
65,165.9,86.7,31.5,Vitamin D Deficiency,Regular,Fat Loss,Intermediate,Female,Rest & Recovery,"Overhead Shoulder Press, Tricep Pushdown, Dips","Bulgarian Split Squat, Barbell Squat, Hack Squat","Machine Row, EZ Bar Curl, Rear Delt Fly","Leg Press, Decline Sit-Ups, Mountain Climbers","Ab Wheel Rollout, Treadmill Running 20min, Box Jumps","Diamond Push-Ups, Cable Lateral Raise, Rear Delt Fly"
21,159.3,89.5,35.27,Regular,Regular,Fat Loss,Intermediate,Female,Rest & Recovery,"Tricep Overhead Extension, Tricep Pushdown, Arnold Press","Donkey Kicks, Seated Calf Raise, Romanian Deadlift","Wide-Grip Lat Pulldown, Rear Delt Fly, Hammer Curl","Barbell Squat, Cable Crunch, Lateral Band Walk","Mountain Climbers, Dead Bug, Stair Climbing","Chest-Supported Row, Lat Pulldown, Seated Cable Row"
42,162.1,80.8,30.75,Regular,Regular,Fat Loss,Beginner,Male,Rest & Recovery,"Dumbbell Lateral Raise, Dips, Cable Lateral Raise","Sumo Deadlift, Box Jumps, Hack Squat","Face Pulls, Seated Cable Row, Chest-Supported Row","Leg Raises, Sumo Deadlift, Mountain Climbers","Pallof Press, V-Ups, Burpees","Pull-Ups, Dips, Concentration Curl"
38,169.0,81.0,28.36,High Triglycerides,Regular,Maintenance,Beginner,Male,Rest & Recovery,"Arnold Press, Front Raise, Band Pull-Apart","Wall Sit, Glute Bridge, Sumo Deadlift","Reverse Crunch, Crunches, Bicycle Crunches","Band Pull-Apart, Wide-Grip Lat Pulldown, Dumbbell Lateral Raise","Hack Squat, Lateral Band Walk, Hanging Knee Raise","Yoga 30min, Stretching Routine, Nordic Walking"
55,150.8,67.2,29.55,Regular,Bicep Tear,Fat Loss,Beginner,Female,"Barbell Squat, Romanian Deadlift, Seated Hip Flexor Stretch","Donkey Kicks, Hip Thrust, Cable Kickback","Seated Leg Curl, Seated Calf Raise, Lying Quad Stretch","Walking Lunges, Goblet Squat, Step-Ups","Decline Sit-Ups, Ab Wheel Rollout, Side Plank","Cable Kickback, Seated Calf Raise, Donkey Kicks",Rest & Recovery
18,180.3,82.8,25.47,Regular,Bicep Tear,Fat Loss,Intermediate,Male,"Glute Bridge, Goblet Squat, Lying Hip Abduction","Romanian Deadlift, Lateral Band Walk, Hack Squat","Outer Thigh Machine, Supine Hamstring Stretch, Seated Leg Extension","Box Jumps, Donkey Kicks, Leg Extension","Dragon Flag, Leg Raises, Decline Sit-Ups","Bulgarian Split Squat, Box Jumps, Glute Bridge",Rest & Recovery
58,148.1,63.9,29.13,Regular,Rotator Cuff Injury,Muscle Gain,Beginner,Female,"Supine Hamstring Stretch, Walking Lunges, Seated Calf Raise","Sumo Deadlift, Hip Thrust, Hack Squat","Glute Bridge, Inner Thigh Machine, Seated Hip Flexor Stretch","Seated Calf Raise, Barbell Squat, Leg Press","Bicycle Crunches, Crunches, Dead Bug","Step-Ups, Sumo Deadlift, Lying Quad Stretch",Rest & Recovery
62,175.1,84.4,27.53,Regular,Regular,Fat Loss,Beginner,Male,Rest & Recovery,"Close-Grip Bench Press, Push-Ups, Diamond Push-Ups","Seated Calf Raise, Leg Curl, Glute Bridge","Lat Pulldown, Concentration Curl, Chest-Supported Row","Side Plank, Ab Wheel Rollout, Wall Sit","Stair Climbing, Treadmill Running 20min, High Knees","Arnold Press, Front Raise, Concentration Curl"
64,180.0,88.6,27.35,Joint Pain,Regular,Fat Loss,Beginner,Male,Rest & Recovery,"Machine Chest Press, Arnold Press, Barbell Bench Press","Step-Ups, Wall Sit, Sumo Deadlift","T-Bar Row, Face Pulls, Bent-Over Barbell Row","Leg Raises, Wood Chops, Plank","Pallof Press, Bird Dog, Side Plank","Lat Pulldown, Barbell Bench Press, Cable Chest Fly"
29,148.3,67.3,30.6,Bronchitis,Regular,Maintenance,Intermediate,Female,"Slow Jogging 15min, Low-Impact Aerobics, Brisk Walking 30min","Chest-Supported Row, Machine Chest Press, Cable Chest Fly","Gentle Yoga, Slow Jogging 15min, Yoga 30min","Seated Arnold Press, Seated Shoulder Press, Seated Lat Pulldown","Aqua Aerobics, Light Swimming, Gentle Yoga","Leg Raises, Side Plank, Plank",Rest & Recovery
62,180.7,106.5,32.62,COPD,Regular,Fat Loss,Beginner,Male,"Light Swimming, Gentle Yoga, Stretching Routine","Seated Bicep Curl, Seated Shoulder Press, Seated Lat Pulldown","Brisk Walking 30min, Stretching Routine, Light Swimming","Cable Chest Fly, Seated Lat Pulldown, Resistance Band Rows","Stationary Cycling 20min, Yoga 30min, Slow Jogging 15min","Side Plank, Chest-Supported Row, Crunches",Rest & Recovery
58,163.1,58.7,22.07,Regular,Dislocated Shoulder,Muscle Gain,Beginner,Male,"Walking Lunges, Leg Press, Barbell Squat","Step-Ups, Goblet Squat, Bulgarian Split Squat","Lying Quad Stretch, Lying Hip Abduction, Seated Leg Extension","Glute Bridge, Seated Calf Raise, Leg Curl","Decline Sit-Ups, Hanging Knee Raise, Wood Chops","Seated Calf Raise, Cable Kickback, Donkey Kicks",Rest & Recovery
54,162.2,89.1,33.87,Regular,Hamstring Injury,Fat Loss,Beginner,Male,"Barbell Bench Press, Incline Dumbbell Fly, Close-Grip Bench Press","Face Pulls, Barbell Bicep Curl, Reverse Fly","Hanging Knee Raise, Bird Dog, Mountain Climbers","Decline Push-Ups, Pull-Ups, Tricep Pushdown","Seated Bicep Curl, Chest-Supported Row, Seated Cable Row","Wide-Grip Lat Pulldown, Pull-Ups, V-Ups",Rest & Recovery
41,163.7,51.5,19.22,Regular,IT Band Syndrome,Muscle Gain,Intermediate,Female,"Tricep Overhead Extension, Arnold Press, Dumbbell Lateral Raise","Band Pull-Apart, Bent-Over Barbell Row, Rear Delt Fly","Hanging Knee Raise, Pallof Press, Side Plank","Dumbbell Lateral Raise, Rear Delt Fly, Wide-Grip Lat Pulldown","Seated Face Pulls, Seated Bicep Curl, Seated Dumbbell Press","EZ Bar Curl, Flutter Kicks, Leg Raises",Rest & Recovery
54,166.8,102.8,36.95,Epilepsy,Hamstring Injury,Fat Loss,Advance,Male,"Stationary Cycling 20min, Yoga 30min, Slow Jogging 15min","Seated Tricep Extension, Cable Chest Fly, Seated Arnold Press, Machine Chest Press","Gentle Yoga, Yoga 30min, Light Swimming","Chest-Supported Row, Resistance Band Rows, Seated Shoulder Press, Seated Arnold Press","Yoga 30min, Stationary Cycling 20min, Low-Impact Aerobics","Cable Chest Fly, Chest-Supported Row, Crunches, Seated Bicep Curl",Rest & Recovery
59,154.9,53.4,22.26,Regular,Hip Injury,Muscle Gain,Advance,Female,"Dips, Overhead Shoulder Press, Push-Ups, Cable Chest Fly","T-Bar Row, Cable Bicep Curl, Seated Cable Row, Bent-Over Barbell Row","Russian Twists, V-Ups, Bird Dog, Hollow Body Hold","Band Pull-Apart, Dumbbell Row, Close-Grip Bench Press, Pull-Ups","Seated Cable Row, Chest-Supported Row, Seated Shoulder Press, Resistance Band Rows","Reverse Crunch, Hollow Body Hold, EZ Bar Curl, Wood Chops",Rest & Recovery
21,176.3,83.5,26.86,Regular,Sciatic Injury,Fat Loss,Intermediate,Male,"Machine Chest Press, Seated Dumbbell Press, Tricep Pushdown","Leg Press, Seated Leg Extension, Seated Calf Raise","Seated Shoulder Press, Seated Cable Row, Seated Bicep Curl","Seated Leg Curl, Seated Calf Raise, Seated Leg Extension","Plank, Bicycle Crunches, Russian Twists","Seated Cable Row, Seated Dumbbell Press, Cable Chest Fly",Rest & Recovery
46,149.9,54.3,24.17,Vertigo,Hip Injury,Maintenance,Intermediate,Female,"Aqua Aerobics, Low-Impact Aerobics, Stationary Cycling 20min","Seated Arnold Press, Seated Bicep Curl, Machine Chest Press","Elliptical Trainer 20min, Gentle Yoga, Brisk Walking 30min","Machine Chest Press, Seated Cable Row, Seated Shoulder Press","Yoga 30min, Stretching Routine, Gentle Yoga","Seated Bicep Curl, Seated Face Pulls, Russian Twists",Rest & Recovery
57,172.9,69.1,23.11,Pre Diabetes,Regular,Muscle Gain,Beginner,Male,Rest & Recovery,"Walking Lunges, Hip Thrust, Front Raise","Slow Jogging 15min, Elliptical Trainer 20min, Reverse Crunch","Band Pull-Apart, Hammer Curl, Goblet Squat","Dragon Flag, Hollow Body Hold, Decline Sit-Ups","Barbell Bicep Curl, Leg Press, Step-Ups",Rest & Recovery
41,163.9,50.8,18.91,Regular,Fractured Collarbone,Muscle Gain,Beginner,Female,"Outer Thigh Machine, Lying Quad Stretch, Barbell Squat","Walking Lunges, Barbell Squat, Lateral Band Walk","Glute Bridge, Supine Hamstring Stretch, Lying Quad Stretch","Walking Lunges, Leg Curl, Leg Press","Bird Dog, Hanging Knee Raise, Plank","Donkey Kicks, Seated Hip Flexor Stretch, Hack Squat",Rest & Recovery
44,166.1,85.4,30.95,Carpal Tunnel,Sciatic Injury,Fat Loss,Advance,Male,"Chest-Supported Row, Machine Chest Press, Cable Chest Fly, Seated Cable Row","Hip Abduction Machine, Leg Press, Seated Leg Extension, Seated Leg Curl","Seated Shoulder Press, Seated Tricep Extension, Resistance Band Rows, Seated Face Pulls","Seated Leg Extension, Seated Leg Curl, Cable Chest Fly, Seated Calf Raise","Crunches, Plank, Russian Twists, Side Plank","Low-Impact Aerobics, Face Pulls, Elliptical Trainer 20min, Seated Cable Row",Rest & Recovery
59,165.9,47.2,17.15,Regular,Ligament Tear,Muscle Gain,Advance,Female,Rest & Recovery,"Cable Chest Fly, Dips, Incline Dumbbell Press, Close-Grip Bench Press","Barbell Bicep Curl, Machine Row, Hammer Curl, Seated Cable Row","Step-Ups, Leg Curl, Lateral Band Walk, Bulgarian Split Squat","Push-Ups, Barbell Bench Press, Diamond Push-Ups, Front Raise","Hanging Knee Raise, Incline Dumbbell Row, Chest-Supported Row, Reverse Crunch","Walking Lunges, Barbell Squat, Seated Calf Raise, Cable Kickback"
24,170.6,77.0,26.46,Regular,Heel Pain,Muscle Gain,Intermediate,Male,"Close-Grip Bench Press, Diamond Push-Ups, Dumbbell Chest Press","Hammer Curl, Rear Delt Fly, Pull-Ups","Decline Sit-Ups, Bicycle Crunches, Pallof Press","Incline Dumbbell Fly, Dumbbell Chest Press, Skull Crushers","Machine Chest Press, Seated Face Pulls, Cable Chest Fly","Rear Delt Fly, Leg Raises, Decline Sit-Ups",Rest & Recovery
27,178.0,102.8,32.45,PCOD,Back Pain,Fat Loss,Advance,Male,"Cable Chest Fly, Lat Pulldown, Leg Press, Tricep Pushdown","Seated Leg Extension, Hip Abduction Machine, Seated Leg Curl, Seated Calf Raise","Machine Chest Press, Seated Bicep Curl, Seated Cable Row, Resistance Band Rows","Seated Leg Extension, Cable Chest Fly, Lying Glute Bridge, Tricep Pushdown","Bicycle Crunches, Plank, Side Plank, Crunches","Breathing Exercises, Slow Jogging 15min, Chest-Supported Row, Face Pulls",Rest & Recovery
41,169.3,105.4,36.77,Joint Pain,Regular,Fat Loss,Intermediate,Male,Rest & Recovery,"Overhead Shoulder Press, Dips, Decline Push-Ups","Goblet Squat, Donkey Kicks, Leg Press","Wide-Grip Lat Pulldown, Cable Bicep Curl, Rear Delt Fly","Hip Thrust, Leg Curl, Lateral Band Walk","Flutter Kicks, Box Jumps, Bicycle Crunches","Lat Pulldown, Incline Dumbbell Fly, Arnold Press"
17,156.9,69.6,28.27,Regular,Regular,Fat Loss,Beginner,Female,Rest & Recovery,"Incline Dumbbell Press, Close-Grip Bench Press, Cable Lateral Raise","Wall Sit, Lateral Band Walk, Calf Raises","Incline Dumbbell Row, Face Pulls, Band Pull-Apart","Side Plank, Decline Sit-Ups, Cable Crunch","High Knees, Jump Rope 10min, Leg Raises","Cable Lateral Raise, Concentration Curl, Dumbbell Row"
62,165.9,63.3,23.0,Regular,Hip Flexor Injury,Muscle Gain,Advance,Male,"Incline Dumbbell Press, Tricep Overhead Extension, Push-Ups, Barbell Bench Press","Reverse Fly, T-Bar Row, Pull-Ups, Machine Row","Wood Chops, Ab Wheel Rollout, Reverse Crunch, V-Ups","Preacher Curl, Dumbbell Row, Concentration Curl, Bent-Over Barbell Row","Seated Arnold Press, Seated Face Pulls, Chest-Supported Row, Seated Shoulder Press","Face Pulls, Plank, Mountain Climbers, Machine Row",Rest & Recovery
